,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135
0,27.31736392261502,28.12733698128597,22.91564039409907,27.83054035565936,0.832493942494911,0.8256062701609741,0.8717182148232562,0.828926709713569,0.46920193395567206,0.4599136056631712,0.48134399731288124,0.4593976504855501,2547.057411154907,2663.2305631537724,1947.7603000456654,2612.522913815021,0.19700693359609153,0.18821477587371988,0.20095764417704948,0.18814014997449005,0.4438546311531418,0.433837268885143,0.44828299563674,0.43375125357108774
